numbers,comments
148,还是蛮赞的，一直用没有来评价，送人的，收到很开心，苹果生态一直挺好用，主要是习惯了，不太去纠结华为还是苹果，喜欢就好
149,外形外观：漂亮，不愧是苹果的设计，摸起来也很有质感；轻薄程度：很薄，很轻巧；运行速度：基础款，我是办公，够用了算是很快的了散热能力：不怎么热，没有风扇，没有噪音屏幕效果：屏幕非常清晰，对眼睛很友好
150,外形外观：外观很不错，很清包，很漂亮轻薄程度：轻屏幕效果：屏幕色彩很好看，很出彩运行速度：不错其他特色：商务风格很漂亮，办公，学习，使用都非常适合
151,运行速度：非常快，非常丝滑，与手机平板无缝衔接屏幕效果：显示细腻，舒服，秒杀其他笔记本散热性能：一点也不热，无风扇，静音外形外观：外观漂亮，做工精致轻薄程度：非常轻薄，手感棒
152,好多东西下载不了，很苦恼
153,教研优惠买的基础款，孩子用的很好，苹果电脑系统和国内的不一样，但因为出国留学用，只能选一个啦，外形外观：好看运行速度：不错屏幕效果：很不错很好轻薄程度：薄款，方便
154,运行速度：这完全不像8个G的内存，很流畅。散热性能：强到不需要风扇这个物理外挂。外形外观：简约大方。轻薄程度：两斤多，从惠普那个厚重的6斤半换过来的，体验上升了不知道几个层级哈哈哈
155,第一次尝试苹果电脑的os系统，确实是一开始不太喜欢，但是熟悉之后真的体验感很好，特别是配合iphone使用真的是太香了，流畅度也特好，也不用经常清理垃圾什么的运行速度：快，流畅屏幕效果：屏幕显色咔咔好散热性能：目前还没有遇到过散热问题外形外观：外形设计好看，时尚轻薄程度：air太轻薄了，带出去无压力运行速度：系统流畅，速度快
156,运行速度：苹果系统对比微软的确配置要求低很多&hellip;最低配置也很流畅&hellip;轻度办公用&hellip;足矣&hellip;屏幕效果：屏幕显示很清晰，一贯的苹果作风&hellip;散热性能：没有散热器，轻度办公应该足够了&hellip;外形外观：简约而不简单&hellip;轻薄程度：超级轻薄，但是重量稍微大了点&hellip;其他特色：手感一级棒&hellip;
157,做工精致，灰色非常高大上。系统非常流畅，使用方法简单。屏幕效果清晰，散热性能非常好，系统运行速度很快，电脑机体非常轻薄。苹果触控非常好。推荐购买
158,很好，特别棒京东的货绝对好，杠杠的，质量特别好，是全新的，什么问题都没有，有不懂的客服也很耐心，爱了爱了，货真价实
159,心心念念想了很久，还是决定购买这款20年出的M1芯片的Macbookair，今天刚刚收到就迫不及待的打开，第一眼就非常惊艳，外观非常漂亮，性能还需要在接下来的使用中测试，总之非常好！！！
160,运行速度：教育版yyds哈哈哈，算性价比之选吧。给妹妹买的，蛮意外的。屏幕效果：虽然她用不上，但是cy和rg的颜色真的很棒呢。散热性能：静音就是mac的特性吧。也没什么好说的。外形外观：金色经典好看轻薄程度：夹着就走真的很方便啊，今年上个新款给自己。
161,1-系统运行速度：好快，手机也是这样的系统，确实好2-屏幕效果：显示好清，很多细节都是清清楚楚的3-外形外观：金色大气，其他特色：很薄，手感很舒服，可以用好些年了
162,买之前看了不少入门Mac OS的视频 实际到手来上手挺快的 心心念念的MBA终于买啦 接下来多用多熟悉吧 电脑做工舒服 超级薄 续航长
163,M1芯片性能很强大，续航时间很长。笔记本做工很好，严丝合缝。系统局限性太大，适配应用太少，系统操作对比WIN系统太难用。
164,买的老款M1，当文本办公来用，很不错，和手机的匹配度很高，生态做的很好。价格比较实惠，颜值依然能抗几年。还是本色银色最经典。
165,很好，一如既往的做工精致。之前没有接触过macbook，在学习了一下之后挺快上手，和windows操作逻辑基本一致，软件运行流畅
166,我买的这一款Macbook Air已经收到了?果然京东还是京东啊，服务态度好，电脑品质高，更重要的是京东自营店售出的Macbook完全可以安下心来冲。Macbook收到那一刻就无比开心，后面开箱看到这一款Macbook颜值简直太好看了！！本人很爱啊！！！！是Macbook的忠粉一定要选对线上购买Macbook的渠道，当然一定要选择这一家喔。
167,笔记本是2022年生产的。很新。买了一个AC会员。节省了几百块。看着小，挺重的。之前习惯windows操作系统还不太熟悉苹果系统。要慢慢适应学习下苹果操作系统。散热性能不错，看了一晚的电影第二天早上笔记本没什么发热。总的这次在京东挺满意，也放心。
168,本来准备买 M2 版的，都付款了，看说 SSD 降速，而且性能差不多，除了外观新些，没别的更突出的地方，那就买 M1 的吧，码字够用了。学了两天感觉苹果的系统还是挺不错的，生活勇于尝试
169,还是喜欢楔形设计，一手就能拿起来。日常用来办公看电影一点问题没有，比之前用的15款的快上天了。这次特地买个内存大点的，希望还能再战8年，哈哈！
170,很不错(*?&acute;╰╯`?)?新电脑开心的很，运行速度快，不卡机，触摸板等也流畅，散热还不错，最最主要的还是外观好看，但是美中不足就是盖子的苹果不会亮
171,A?会员，价格较优惠，物流速度快，送达及时，配送前联系，送达速度快！屏幕显示效果好！客服的服务态度好，解决问题及时迅速！
172,运行速度：速度快，运行快屏幕效果：显示好，长时间看不疲劳散热性能：对于我的工作基本不产生热量外形外观：苹果的审美就那样轻薄程度：轻薄其他特色：续航长，包装精美，苹果一贯的厉害，京东配送快！
173,官方绝对正品，质量杠杠的，验机完毕暂时没有任何问题，包装整洁无磕碰，整体购买过程顺利，系统电源按键屏幕保修日期检测后没有发现问题，期待下一次购物。
174,轻薄零敏指纹解锁很方便经典款其实日常办公足以教育优惠到手6.1k非常开心心了可以说是希望它可以陪我六七**十年
175,真的香，后悔没有早买了，建议大家都可以试试，和windows的电脑相比真的就是两种完全不同的体验，很香！
176,一直纠结买不买，从还是intel芯片 好多年前就想买，就害怕用不惯。这次活动买上了。我发现没有什么害怕用不惯，这个时代接受度很高，qq微信WPS 压缩包 爱奇艺 看视频 音频，完全好用，没有任何不方便。win本跳过来1 2天就上手，现在想想，相见恨晚啊！而且M1续航太好了，怪不得没有风扇，因为它任何时候都是冰冰的金属感，没有发热可言！总之很好很好！
177,运行速度：挺快的，上手以后体验感很不一样。屏幕效果：色彩不失真。散热性能：挺好，没有什么声音。外形外观：好看。轻薄程度：很轻薄，适合外出携带。其他特色：可以电池用很久。散热能力：可以，没有很烫，用久了希望也是不会很烫吧。运行速度：新机用起来还是很好的。
178,运行速度：非常流畅 m1日常办公非常够用屏幕效果：苹果的屏幕不必说 靠谱散热性能：还没有运行过大软件外形外观：外形帮轻薄程度：轻薄实用其他特色：续航不是很给力 感觉一天刚刚好就这样吧
179,很方便！用习惯了Macos就回不去windows系统了&hellip;运行速度：非常流畅！屏幕效果：还可以散热性能：这一点感觉很丝滑外形外观：每天上班，带着已经习惯了，感觉挺轻的轻薄程度：比较轻薄
180,运行速度：非常快，开屏启动屏幕效果：色彩很丰富外形外观：很小巧喜欢轻薄程度：很薄，出差携带很方便其他特色：教育优惠真香，买来编程，还没有具体跑过项目，后期再来补充，手指滑动很方便
181,运行速度：很快，比我之前的电脑速度多了，开机也快屏幕效果：苹果的显示确实高清散热性能：不会发热，也没有声音外形外观：太酷了轻薄程度：很薄，比之前的电脑轻太多了，而且充电器很容易携带，放包里很很轻松指纹解锁方便
