numbers,comments
142,第一次用HKC的显示器，到货之后立马安装好使用。27英寸大小合适，底座安装方便。送了一根DP线，接上主机即可使用。画面显示细腻，亮度高，色彩饱满。我设置里选的144Hz刷新率，玩游戏刷网页都全无拖影，这个价格确实值了。
143,质量挺好的，显示也不错，第一次有一个坏点，申请售后，立马就退货了，第二次购买后，买后来看的很仔细，没有坏点，正常使用，很不错，大小适中，屏幕不刺眼，完美，推荐
144,送货很快，包装微有磕碰，有一个坏点，还好在很偏的位置，就不折腾了，做工优秀，色准和亮度都不错，普通模式下有点过于鲜艳，比较讨好喜欢鲜艳的，P3色域更合理一些
145,蛮好的，先是给工具人买了一个，自己配了主机，玩游戏还挺不错的。然后又下单了一个大屏幕的，给他哥哥。曲屏科技感比较足的，还挺好的。
146,一直想要给笔记本外接一个显示器，这次终于下手了。这款显示器非常的不错，就是显示有些偏黄。拓展的时候色差有一点难受。总体来说性价比还是可以的。
147,其他都挺好的，漏光也可以接受，屏幕目前看来也没有坏点，就是这个dp接口给我头整大了，老是连了没反应，现在连上了我也不确定是接口的问题还是线有问题，其他都挺好的
148,屏幕是显示是没有问题的，适合追求性价比的你，但是除了这个基本功能以外，其他的也不要想太多，比如说他没有USB接口。比如说它的适配器没有内置到屏幕里面，所以你的线会有一个很大的适配记录在外面。但是也正是因为如此，它的价格可以下到比较低的位置，另外显示器的本体的重量是非常轻的，这一点值得点赞。因为有hdr400的加持，所以它的显示是非常亮的，不用担心其他问题，如果你只是追求显示这款显示器值得入手。
149,屏幕挺不错的，没有坏点漏光也还好，dp插错了联系客服也很热情解决。新屏幕用起来还不太适应，2k字有点小。慢慢设置适应吧。
150,尺寸大小：大点用起来就是方便，使用感也挺好外形外观：送的底架安装方便快捷 包装稳当 送货****好
151,外形外观：不是轻薄款的，算是有点厚度的，底座不是很占地方尺寸大小：从24寸升级来的，27视觉效果更棒游戏效果：高刷还是很不错的显色效果：显示色彩丰富亮度蛮高的。发热量也不小，感觉屏幕右下角要偏高些
152,京东的服务确实好，给京东服务点赞。
153,外形外观：外观很酷，但是应该是塑料材质的，很轻便，不过质感还可以尺寸大小：27寸不大不小正好显色效果：图二中间那个是这款，色彩虽比不上左边的nano ips，但是也不错
154,外形外观：做工比较细致，没用明显瑕疵尺寸大小：尺寸大小刚刚好，屏占比也比较合适游戏效果：2k 144基本啥游戏玩起来都特别爽显色效果：没有明显色差，没有坏点漏光等小毛病
155,可以，显示效果很棒，2k27寸，比1080p显示更加细腻，没有明显的颗粒感，，但是有一点吐槽一下，这屏幕的黑边是真的宽呀，自己看吧，实话实讲，千元的价位，还要什么自行车，哈哈
156,外形外观：窄边框，但视觉上还不够窄；尺寸大小：27寸尺寸正好，再小或者再大都不合适；刷新率：连接MacBook air显示刷新率144hz；显色效果：与MacBook air搭配完美，颜色艳丽。
157,屏幕挺好的，一分钱一分货，这个配置屏幕又大还有2K和高刷，没毛病，还有三年保修，还挺不错了，我的配置也能带得动，内存条一加，屏幕喜欢，体验质的飞跃。
158,外形外观：外观造型挺好看的，边框比较窄！尺寸大小：尺寸也够用了，大小也比较合适显色效果：显示效果还可以毕竟价格在哪摆着，刷新率一般颜色还可以，如果支持横竖屏会更方便一些
159,显示器颜色艳正，IPS硬屏，2K144hz刷新率，不玩游戏，日常办公用，用惯了高刷新率屏，用不回60hz的屏了，屏幕大小合适，使用效果不错
160,外形外观：外观时尚大气，但是底座外壳都是塑料的，然后没有内置音箱尺寸大小：尺寸完美游戏效果：打三A还是非常爽的刷新率：刷新率不错，分辨率都是优点，缺点就是做工了
161,稳稳下车，屏幕测试了下没有坏点漏光，质量没问题，27寸刚刚好，工作娱乐都能兼顾，有一点就是脚架的安装居然要6颗螺丝，两个小块能做出一体的就好了，安装上更省时间
162,外形外观：说得过去尺寸大小：这个尺寸游戏办公都不错游戏效果：也还可以刷新率：这个刷新率是我最满意的显色效果：颜色相对于三星来说确实差点意思，三星跟HKC也不是一个价格层次的
163,挺好用的没什什么问题买了，之前还买错了型号，下单没有看清楚曲面还是直屏，还是曲面屏舒适，好看，没有什么问题，包装还是挺好保护到位
164,第一次收到了屏幕是个花屏的，由于有段时间没在家还错过了7天无理由退款，只能换货。经历多番折腾最后终于是拿到了个全新的屏幕，连上电脑，用起来也算不错，跟同事两千多的2K屏幕对比了一下，还是钱多更不错，不过这个屏幕，也够用了。挺好。
165,2k屏幕，144高刷，找了一圈也就这款价格比较实惠了，下单第二天马上送货上门，这个价格、这个速度还要啥自行车，屏幕也没有坏点，有点漏光可以接受，也就平时办公用下。
166,这个***真的不错，以后做直播的大片就靠它了，虽然别人都是用来买来打游戏的，但是我不是哈哈哈，是不是有点杀鸡用牛刀，哈哈哈
167,价格便宜，颜色一般，整体适合办公使用，4k里面应该算是很便宜了，但是开机后感觉比较灰蒙蒙的，没有那种高清晰的惊艳感，希望以后能够提升质量。
168,送货速度还是可以的，有百亿补贴，总的来看还是可以的，还算挺清晰的，其实这个价格还是不错了，单独买了屏幕灯这样看着更舒服了，还不错
169,京东配送一直很准时的。这个是因为要给孩子上网课，怕笔记本屏幕小，亲妈让再配一个显示器，别的都挺好，就是屏幕的色彩没有那么艳丽。感觉发浅。
170,显示器和刚买的电脑主机特别匹配 主要这个高帧数达到了144 12k的看电视也比较分辨率清楚。速度和主机还是蛮快的。不错不错
171,nice 这个价位还要啥自行车  2k显示细腻 曲屏观感舒服 144hz操作流畅  比原来的好太多了 满意??
172,屏幕不错，主要是1K以内性价比无敌了，2K?27寸?140刷新率，满足日常娱乐工作没问题，大厂出品还附赠DP线，质量还是有保证的，你值得拥有
173,京东快递本地仓，当日下单，第二早上就到货了，这效率速度非常满意，就是显示效果&hellip;&hellip;我在想我是不是买错了，应该上2K屏就可以了，4K？这显示有4K吗？
174,帮朋友下单，个人觉得性价比高，颜值高，对于这个价位来说，无可挑剔了，听说到货当天就已经用了， 没有任何问题，家用足够足够的。
175,画质可以，价格也还行，本来想买144hz2k的，钱包劝退了这个画质可以，玩剑三开高画质，明显听见显卡运转了，之前都用1080的明显没这么卖力
176,样子还可以，确实是144的屏幕，价格的话个人感觉2k144这个价格已经可以了，毕竟1k也便宜不了什么，性价比相当高了，不错
177,换上这个显示器后，突然觉得以前的1080p真的很不香。这个2k的画质一下子就提上来了。然后高响应也是不错，不足的在于后面的按键感觉很脆弱，不知道之后用的如何。
178,外形外观：十分大气尺寸大小：标准尺寸游戏效果：144hz就是比60爽多了刷新率：同上显色效果：不错其他特色：同等价位性价比高朋友推荐的，扔掉老显示器切换模式的话，意义不大，我一直开护眼
179,之前一直习惯线下实体店选购产品，跑半天也不一定找到合适的，这次在京东上输入关键字以后，一下子就弹出好多可选商品，很快就选到适合自己的东西，值得推荐购买！
180,一台好的主机当然需要一台好的显示屏，没错，这个品牌显示屏就是完美的表现。我不是在夸其词，也不是店家的水。我在网上找了两天的显示屏只有这款符合我的要求，价格便宜，外观气。性价比不要太高。我下次还要买 HKC 的
